A paz é uma palavra vazia de sentido, do que precisamos é de uma paz gloriosa.;R
A vida é uma história contada por um idiota, cheia de som e de fúria, sem sentido algum.;R
Quando se percebe que tudo é uma piada, ser O Comediante é a única coisa que faz sentido.;R
A religião como fonte de consolação é um obstáculo à verdadeira fé, nesse sentido, o ateísmo é uma purificação.;R
O que as grandes e puras afeições têm de bom é que depois da felicidade de as ter sentido, resta ainda a felicidade de recordá-las..;R
Uma aliança cujo objetivo não compreenda o propósito de guerra não tem sentido nem valor. Alianças são feitas apenas para combater. E por mais distante no tempo que esteja o conflito no momento de concluir um pacto de aliança, a perspectiva de uma realização armada é, contudo, o íntimo pretexto para que aconteça.;R
O tempo é um rato roedor das coisas, que as diminui ou altera no sentido de lhes dar outro aspecto..;R
A imaginação consola os homens do que não podem ser;R
o sentido de humor consola-os do que são.;R
Se penetrássemos o sentido da vida seríamos menos miseráveis.;R
A porta da felicidade abre só para o exterior, quem a força em sentido contrário acaba por fechá-la ainda mais.;R
A democracia surgiu quando, devido ao fato de que todos são iguais em certo sentido, acreditou-se que todos fossem absolutamente iguais entre si.;R
No convívio com sábios e artistas facilmente nos enganamos no sentido oposto: não é raro encontrarmos por detrás dum sábio notável um homem medíocre, e muitas vezes por detrás de um artista medíocre - um homem muito notável.;R
Não creio, no sentido filosófico do termo, na liberdade do homem. Todos agem não apenas sob um constrangimento exterior mas também de acordo com uma necessidade interior.;R
Antes tarde do que mais tarde.;R
Eu sem mim não existo.;R
O sentido da vida é estar vivo. É tão claro, tão óbvio e tão simples. Mesmo assim, todo mundo não para de correr em pânico, como se fosse necessário conseguir alguma coisa além de si próprio.;R
Diz-me com quem andas e te direi se vou contigo. ;R
O valor do homem é determinado, em primeira linha, pelo grau e pelo sentido em que se libertou do seu ego.;R
A coerência é a virtude dos imbecis.;R
Só um sentido de invenção e uma necessidade intensa de criar levam o homem a revoltar-se, a descobrir e a descobrir-se com lucidez.;R
O melhor efeito das pessoas agradáveis é sentido depois que deixamos a sua presença.;R
Todos os pecados têm origem num sentido de inferioridade, também chamado ambição.;R
Se você agir sempre com dignidade, pode não melhorar o mundo, mas uma coisa é certa: haverá na Terra um canalha a menos.;B
todo mundo é capaz de dominar uma dor, exceto quem a sente.;B
Choramos ao nascer porque chegamos a este imenso cenário de dementes.;B
Viver é a coisa mais rara do mundo. A maioria das pessoas apenas existe.;B
Tenho em mim todos os sonhos do mundo.;B
O mundo é um lugar perigoso de se viver, não por causa daqueles que fazem o mal, mas sim por causa daqueles que observam e deixam o mal acontecer.;B
Não existe nada de completamente errado no mundo, mesmo um relógio parado consegue estar certo duas vezes por dia.;B
O mundo não está ameaçado pelas pessoas más, e sim por aquelas que permitem a maldade.;B
Tente mover o mundo – o primeiro passo será mover a si mesmo.;B
Tenho pensamentos que, se pudesse revelá-los e fazê-los viver, acrescentariam nova luminosidade às estrelas, nova beleza ao mundo e maior amor ao coração dos homens.;B
Somos o que pensamos. Tudo o que somos surge com nossos pensamentos. Com nossos pensamentos, fazemos o nosso mundo.;B
A imaginação é mais importante que a ciência, porque a ciência é limitada, ao passo que a imaginação abrange o mundo inteiro.;B
Se soubéssemos quantas e quantas vezes as nossas palavras são mal interpretadas, haveria muito mais silêncio neste mundo;B
Olho por olho, e o mundo acabará cego.;B
Aprendi através da experiência amarga a suprema lição: controlar minha ira e torná-la como o calor que é convertido em energia. Nossa ira controlada pode ser convertida numa força capaz de mover o mundo.;B
Amor, Quando duas pessoas fazem amor, Não estão apenas fazendo amor, Estão dando corda ao relógio do mundo;B
Todas as grandezas do mundo não valem um bom amigo.;B
A palavra é meu domínio sobre o mundo.;B
As três coisas mais difíceis do mundo são: guardar um segredo, perdoar uma ofensa e aproveitar o tempo.;B
Achar que o mundo não tem um criador é o mesmo que afirmar que um dicionário é o resultado de uma explosão numa tipografia.;B
O mundo é de quem não sente. A condição essencial para se ser um homem prático é a ausência de sensibilidade.;B
Sinto-me nascido a cada momento / Para a eterna novidade do Mundo...;B
O mundo pode ser um palco. Mas o elenco é um horror.;B
Quando todo mundo quer saber é porque ninguém tem nada com isso.;B
Num mundo que se faz deserto, temos sede de encontrar um amigo.;B
Quanto mais do mundo vi, menos pude moldar-me à sua maneira.;B
Compreendemos mal o mundo e depois dizemos que ele nos decepciona.;B
De modo suave, você pode sacudir o mundo.;B
O mundo inteiro é um palco, e todos os homens e todas as mulheres são apenas atores.;B
Não existe meio mais seguro para fugir do mundo do que a arte, e não há forma mais segura de se unir a ele do que a arte.;B
Só engrandecemos o nosso direito à vida cumprindo o nosso dever de cidadãos do mundo.;B
O mundo é cego, e tu vens exatamente dele.;B
Este mundo está se tornando tão perigoso que um sujeito pode se dar por feliz se sair dele vivo;B
O mundo é a totalidade dos fatos, não das coisas.;B
O mundo é tudo o que acontece.;B
As melhores e as mais lindas coisas do mundo não se podem ver nem tocar. Elas devem ser sentidas com o coração.;B
Não é preciso entrar para a história para fazer um mundo melhor.;B
Sou louco porque vivo em um mundo que não merece minha lucidez.;B
Nada é permanente nesse mundo cruel. Nem mesmo os nossos problemas.;B
Seja a mudança que você quer ver no mundo.;B
Nos chamam de loucos, num mundo em que os certos fazem bombas.;B
Eles dizem que o sol brilha para todos, mas para algumas pessoas no mundo ele nunca brilha.;B
Sou um coração batendo no mundo.;B
Quando se aprende a amar, o mundo passa a ser seu.;B
O mundo está nas mãos daqueles que têm a coragem de sonhar e correr o risco de viver seus sonhos.;B
A educação é a arma mais poderosa que você pode usar para mudar o mundo.;B
Pare o mundo que eu quero descer.;B
Deixe o mundo mudar você e você poderá mudar o mundo.;B
